Title,Date,Start Time,End Time,Location,Description
1143 Safer Scenes for Music City: Increasing Naloxone Education and Access at Tennessee Music Venues,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"In a 2021 report, Oxford Economics stated that the live music and entertainment industry had an economic impact of over $132 billion annually in the United States. In the Nashville-area alone the music industry supports more than 56,000 jobs, $3.2 billion in annual labor income, and over $5.5 billion to the local economy. With the music industry playing such an integral role in the economic success of Nashville -The Music City- and the state of Tennessee as a whole, it is important to ensure the safety of patrons attending music events. 

Per the National Institute of Health (NIH), deaths due to opioid overdose more than tripled in the decade between 2012 and 2022. With the rise of opioid abuse, the risks associated with synthetic opioids, and the increased prevalence of drug use at live music events, the risk of opioid-related harm to attendees is high. Harm reduction strategies such as naloxone education and training and drug testing practices have been implemented at some music events, but the need for further harm reduction at music venues, concerts, and festivals remains. How can pharmacists and student pharmacists leverage their knowledge and relationships to increase access to naloxone kits and knowledge for concert-goers?"
1238 A Survey of College Student Perceptions of Pharmacist-Led Tobacco and Nicotine Cessation Services,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of this project is to assess college students’ perceptions of community pharmacist-led tobacco and nicotine cessation services. An additional objective is to assess college students’ motivations for using tobacco and nicotine products and their perceived barriers to quitting. The vast number of individuals affected by or at risk for tobacco and nicotine use highlights the urgent need for intervention by healthcare professionals in offering cessation services. With approximately 90% of the United States population living within 5 miles of a pharmacy, pharmacists hold the knowledge base and accessibility that is vital to reaching a diverse range of patients. Though there is some data on general patient perceptions of a pharmacist-led service, there is still a need to understand how tobacco and nicotine cessation services can be adapted to better serve college students. This patient population is in a transitional period of their lives and is vulnerable to losing connections to the healthcare system as they transition into living on their own."
1305 Pharmacist-Led Interventions to Improve Adherence and Patient Access to Rifaximin in the Treatment of Hepatic Encephalopathy,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,The current standard of practice for monitoring adherence of rifaximin in the treatment of Hepatic Encephalopathy (HE) is lacking. This study’s purpose is to evaluate the effectiveness of community-based specialty pharmacist interventions in enhancing medication adherence and improving patient access. This study aims to identify best practices that pharmacists can employ to optimize therapeutic outcomes and support patient management of rifaximin therapy in a specialty pharmacy setting. The primary outcome will be the change in medication adherence with pharmacist intervention compared to patients currently on rifaximin before the start of data collection. Secondary outcomes include patient barriers to starting therapy and the number of patients requiring assistance through manufacturer patient assistance programs.
1186 Evaluation of a Community-Based Pharmacy Point-of-Care Test and Treat Services,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Under Virginia Statewide Protocols, pharmacists have the authority to Test and Treat patients for certain patient care services. An independent community-based pharmacy in central Virginia, has implemented a cash-based Test and Treat program for Influenza, Group A Streptococcus (GAS) and COVID-19. The objectives are to assess patient satisfaction with Test and Treat services in a community-based pharmacy setting, examine Test and Treat implementation process outcomes, and identify strengths and areas of opportunity to improve patient satisfaction with Test and Treat services."
1051 Evaluation of student attendance and performance in an active learning vs. traditional teaching method tutoring program,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The purpose of this study is to evaluate the impact of an active learning-based tutoring program on student attendance, engagement, and academic performance in specific first-year pharmacy courses. By incorporating interactive methods, such as Top Hat questions, the program aims to increase student attendance and knowledge retention. We seek to determine if higher attendance and engagement in active learning sessions correlates with fewer academic deficiencies and improved course grades compared to traditional tutoring approaches 

Near peer tutoring programs in schools and colleges of pharmacy serve as a valuable resource for first-year pharmacy students, offering them the opportunity to receive academic support from pharmacy students. These tutoring programs help enhance the understanding of fundamental material in the pharmacy curriculum. Currently, there is limited data on the effects of active learning methods within tutoring programs on the attendance, engagement, and performance of pharmacy students. This retrospective, observational study seeks to explore the potential correlation between active learning strategies and improved student attendance and performance in first-year pharmacy courses."
1179 Effectiveness of Glycemic Control Education Delivered by a Community-Based Pharmacy Practice Resident,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"This study's aim is to evaluate patients' knowledge on the use of blood glucose monitors (BGMs) and continuous glucose monitors (CGMs). The goal is to assess improvement in glycemic control through pharmacist provided education, the patient's ability to use a CGM/BGM device and the knowledge gained after the education-based intervention and retained at 14-day follow-up.  Patients’ knowledge of glycemic variability (GV) and time in range (TIR), diabetes management, and ability to use CGM/BGM devices before and after the intervention will be assessed.
We are looking to answer the following research questions: 
1. What is the self-reported ability to use and manage a BGM/CGM device among patients at
baseline, immediately after the education-based intervention, and at a 14-day follow-up
appointment? 
2. What is the self-reported understanding and retention of diabetes management and glycemic variability and time in range concepts at baseline, immediately after the education-based intervention, and at a 14-day follow-up appointment?
3. What is the level of satisfaction from the patient on the service provided by the pharmacist?
Diabetes is a highly prevalent and a highly comorbid disease state, resulting in various macro and microvascular complications. In recent years, with growing evidence and technology in diabetes care, disease management approaches have expanded the clinical focus to include adjunct glycemic targets such as GV and TIR.[1] Due to the novelty of new glycemic targets patients remain unaware and struggle with understanding goals and appropriate ways of managing their diabetes.  Historically, BGMs have been crucial tools helping patients monitor and manage blood glucose levels effectively. With advancing technologies, such as storage capability and computational analyses, BGMs advantage continues to expand as it allows patients to monitor GV and TIR as well. [2] On the other hand, the use of CGMs has been shown to significantly reduce A1c levels, help improve TIR and GV, and optimize patients’ glucometabolic control. [3] As such, the use of CGMs and their simplistic yet comprehensive reports as an adjunct tool to diabetes management has been increasing in practice.  Both CGMs and BGMs can provide valuable information on patients’ current glycemic picture which can further guide a personalized approach to patients’ pharmacological therapies. Unfortunately, many patients still struggle with access, proper initiation, use, and functions of CGMs and BGMs. Recognizing this problem, as some of the most accessible members of the healthcare team, community-based pharmacists can make impactful interventions through patient education and close follow-up."
1339 A New Method for The Efficient Compounding of Doxycycline Capsules Using Resonant Acoustic Mixing Technology,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Objective:
This study aims to develop a new compounded formulation of doxycycline 100 mg capsules to be used for treatment of different infections and as post-exposure prophylaxis (PEP) of sexually transmitted infections (STIs). The goal is to develop a reproducible method for producing doxycycline capsules in a compounding pharmacy that adheres to quality standards comparable to the commercial products. 
Purpose:
Develop and validate a method for the formulation of doxycycline capsules, mixed with RAM Technology. This project combines Resonant Acoustic Mixing Technology (RAM), with co-excipients designed for efficient mixing and ease of compounding in a community pharmacy. The purpose is to streamline the compounding process of capsules and compare the advantages and performance of three different excipients available for capsule filling. This method provides pharmacies with a flexible and efficient process to help meet any growth in demand for doxycycline during emergencies, drug shortages and to treat other indications such as, post-exposure prophylaxis (PEP) of sexually transmitted infections (STIs)."
1286 Impact of Community Pharmacist-Provided Comprehensive Medication Reviews on Missouri Medicaid Patients,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"This study aims to describe the process of incorporating medication
and disease reviews into an existing pharmacy service workflow, determine the impact of a
community pharmacist on drug therapy problems and select healthcare quality measures, and
determine the additional time spent by pharmacy staff incorporating this service and the number
of billable units eligible for Missouri Medicaid. Pharmacists are proven to be vital members of
healthcare teams through a range of services that can improve patient outcomes. MedSync is a
common program used by community pharmacies to simplify the medication filling process for
patients and allows pharmacies to monitor these patients more closely through an appointment based model. Pharmacists in the state of Missouri are recognized as providers within Missouri
Medicaid; however, pharmacist provider billing through Missouri Medicaid is an underused
resource that could allow community pharmacies more revenue-generating service provision
opportunities for patients."
1185 Evaluating Pharmacist-Directed Care for Eligible Patients of a Large Community-Based Pharmacy Chain. An Analysis of Dietitian Referral Adoption Rates,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"A large community-based pharmacy chain provides Medical Nutrition Therapy services with a dietitian via secure telehealth appointments to eligible patients covered under the prescription drug plan. Such services deliver accessible and personalized nutrition care for patients managing chronic conditions such as diabetes and cardiovascular disease without requiring in-person clinic visits. Each session begins with a comprehensive health assessment, personalized goal-setting, and ongoing follow-up to monitor progress. This program is particularly beneficial for individuals facing barriers to traditional healthcare access, including those residing in rural areas or experiencing mobility challenges. However, patient engagement in the benefit is low. Pharmacists play a key role in identifying eligible patients, referring them to dietitian services, and providing follow-up care to encourage appointment attendance. This interdisciplinary model emphasizes the pharmacist’s trusted role in enhancing patient engagement. A quality improvement project was started to evaluate pharmacist-directed care through follow-up telephone calls to increase patient engagement in dietitian appointments.

The objectives are to evaluate patient satisfaction, intentions, and motivations related to pharmacist-directed care, with a focus on identifying barriers to dietitian consultations and scheduling and to assess the percent change in both initial and subsequent dietitian appointments scheduled following pharmacist-directed interventions."
1320 An Analysis of Ohio Community Pharmacists and How They Use Medication Affordability Tools in Practice,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"This study’s primary objective was to determine how Ohio pharmacists’ use Medication Affordability Tools (MAT) to help their patients afford their medications. Americans struggle to afford their medications, with 9.2 million Americans either skipping doses, delaying filling a prescription or going without medication due to cost. Community pharmacists are in a key position to help."
"1027 Potentially unnecessary prescribing of topical antifungal medications among patients with Medicaid, United States, 2022",2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Fungal superficial infections cause decreased quality of life and can look like other superficial conditions. Diagnostic testing is critical to confirm the diagnosis before using antifungals. Severe antifungal-resistant superficial fungal infections have emerged globally, including in the United States. Unnecessary use of topical antifungals and antifungal-corticosteroid combination products can lead to worse outcomes, cause serious adverse events, and are associated with the rise of resistant infections. These infections are often treated in outpatient settings, where pharmacists can intervene to improve proper use of topical antifungal and antifungal-corticosteroid products. We evaluated topical antifungal and antifungal-corticosteroid prescribing patterns to inform stewardship interventions by pharmacists for superficial fungal infections."
1174 Comparison of Oxygen Nebulization vs Metered-Dose Inhalation with spacers for bronchodilation in the treatment of acute asthma in pediatric population,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,To compare the effectiveness of oxygen nebulization (O2 NEB) versus Metered Dose Inhalation (MDI) with spacers for bronchodilation in the treatment of acute asthma among pediatric patients.
1167 A prospective observational study on the role of early endotracheal intubation in severe metabolic acidosis of any etiology at a tertiarycare hospital,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"To determine the significance of early endotracheal intubation in patients with severe metabolic acidosis, regardless of etiology or outcome."
1202 Improving Access: Assessing Perceptions and Challenges in Diabetes Education for Patients with Type 2 Diabetes,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of this project is to assess the perceptions and barriers that patients living with type 2 diabetes (PLWD2) face when considering attendance at diabetes education classes in a Federally Qualified Health Center (FQHC) within an underserved community. Type 2 diabetes is a growing public health concern, particularly among marginalized populations who often experience greater health disparities due to socioeconomic factors. Diabetes education has been proven to improve health outcomes by enhancing patient self-management, but participation in such programs remains low, particularly in underserved areas. Identifying the specific barriers that PLWD2 encounter can guide interventions to increase attendance and improve patient engagement. Historically, our FQHC’s diabetes education class observed poor attendance. By focusing on an FQHC, this research highlights a key access point for healthcare in communities disproportionately affected by diabetes. Understanding these challenges is essential to designing more effective, culturally tailored education programs that address both perceived and actual obstacles, ultimately contributing to better diabetes management and long-term health outcomes."
1321 Assessing Patient Satisfaction with Pharmacist-Led Continuous Glucose Monitor Education Services in the Community Pharmacy Setting,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The primary objective of this study is to assess patient satisfaction with a pharmacist-led CGM education service focused on addressing barriers of optimal CGM use. The secondary objective is Identify additional barriers to implementing a pharmacist-led CGM education service in the community pharmacy setting.  The implementation of technology in the management of diabetes improves the lives of patients with Type 1 and 2 Diabetes, with self-monitoring blood glucose monitors being the standard of care. Recently, continuous blood glucose monitors (CGMs) have become an increasingly popular option amongst clinicians and patients due to their convenience, improved accuracy, and breadth of data supplied. This rise in popularity has resulted in increased utilization of CGMs in patients with Type 1 and Type 2 diabetes by significant margins. With plans for CGMs to become available for over-the-counter purchase, the overall utilization of CGMs is expected to continue increasing. However, barriers such as age, health literacy, language, and cost may prevent a seamless and satisfactory user experience for a significant portion of CGM users. 
  
Previous research has demonstrated that patient education in the use of CGMs is vital for positive health outcomes in the management of Diabetes. However, the methodology of how to implement a service that addresses these barriers remains to be determined. Community Pharmacists are well positioned to provide this education and to address these barriers, as they often have the most opportunities to provide the most timely education prior to starting the device. This study aims to evaluate this educational gap by assessing patients’ satisfaction with a CGM educational service provided by the pharmacist and their overall confidence in using their monitors after receiving the service. Additionally, this study hopes to identify the barriers and financial viability for implementing this service as well as gauging patient interest."
1398 Retrospective Analysis of Buprenorphine/Naloxone Dosing in Adolescents with Opioid Use Disorder,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Rationale: Opioid use disorder (OUD) is a growing problem among adolescents, and the use of medications for opioid use disorder (MOUD) such as buprenorphine/naloxone (Suboxone) is becoming more common. However, there is limited research on the optimal dosing of buprenorphine/naloxone in the adolescent and young adult population. This retrospective study aims to analyze the dosing patterns of buprenorphine/naloxone in adolescents with OUD at the Mason and Partners Clinic to inform future clinical pharmacy practice. Objectives: The primary objective of this study is to examine the dosing patterns of buprenorphine/naloxone in adolescents aged 14-21 years old with OUD who have participated in the protocol in the past 5 years between January 1, 2019, and December 31, 2023. The secondary objective is to assess the relationship between Suboxone dosage and treatment outcomes, such as adherence to the therapy protocol and positive Urine Drug Screen (UDS) for buprenorphine."
1054 Measuring 4-year pharmacy student success rate,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of this study is to define a new metric for student success by combining 4-year graduation rates with first time North American Pharmacist Licensure Examination (NAPLEX) and Multistate Pharmacy Jurisprudence Examination (MPJE) pass rates. The landscape of pharmacy education has undergone notable shifts in recent years, this is indicated by the precipitous drop in passing rates of the NAPLEX and MPJE. Declining pass rates may be linked to the decreasing number of applicants, less stringent admission standards. This has given students more leverage in selecting their pharmacy schools. Programs may maintain their matriculation numbers at the expense of quality. Lower admission standards could result in students who are less academically prepared, potentially leading to higher attrition rates and lower licensure examination pass rates. Although much has been written about NAPLEX pass rates, little data includes consideration of it within the context of the other variables. Without programs providing clear and reliable metrics, potential students may have a difficult time assessing the quality of many programs. Providing comprehensive statistics of 4-year student success would not only benefit prospective students to make informed decisions about their education but also help schools make better decisions about enrollment and allocation of resources."
1012 Examining factors that increase the risk association of pancreatic cancer diagnosis in the Black community,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Pancreatic cancer is one of the most significantly aggressive and deadly forms of cancer. When comparing incidence of death, pancreatic cancer is the 7th leading cancer. While cancers affect people of all populations, pancreatic cancer diagnosis is found to have the most severe impact among the black community. The mortality rates of pancreatic cancer can in some cases be attributed to its delayed diagnosis, as many patients are in the advanced stages once it is discovered due to lack of symptom presence until it has started to impact other organs. This is most often the case for black patients. This study aims to examine factors that increase the risk association of pancreatic cancer diagnosis in the Black community."
1225 Demonstrating the Value of Pharmacy Interns in Improving Value Based Care Star Ratings in a Federally Qualified Health Center,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"This study explores the role of pharmacy interns in improving Electronic Health Record (EHR) workflows to expand outreach efforts for patients with uncontrolled hypertension (HTN) and diabetes mellitus (DM) at a Federally Qualified Health Center (FQHC). We hypothesize that pharmacy interns can significantly impact value-based care outcomes by contributing to EHR workflows, improving chronic disease management, and enhancing the organization’s star ratings. FQHCs provide care to diverse populations, regardless of insurance status, making value-based care integration critical for improving patient outcomes and financial performance. High star ratings reflect quality of care, attracting more patients and higher reimbursement rates. Clinical pharmacist interventions, under collaborative practice agreements (CPA), are well-documented in improving outcomes through personalized treatment plans and ongoing monitoring."
1297 Naloxone Distribution by a Pharmacist in a Substance Use Disorder (SUD) Clinic within a Federally Qualified Health Center (FQHC),2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"This study investigates the impact of a pharmacist-led naloxone distribution program within a Federally Qualified Health Center (FQHC) Substance Use Disorder (SUD) clinic. The opioid crisis continues to devastate communities across the United States, with opioids accounting for over 75% of drug overdose deaths in 2021. Naloxone, an opioid antagonist, is critical for reversing overdoses, but access remains a significant barrier, particularly for vulnerable populations. A pharmacist-led program addresses this gap by providing at-risk patients with both naloxone and education on its use. The primary objective of this study is to assess how the program improved naloxone accessibility by measuring the percentage of eligible patients who obtained naloxone before and after the implementation of the pharmacist-driven protocol."
1138 From Classroom to Community: Student Pharmacists Utilize Mental Health First Aid Training in a Depression Screening Program,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"With the increasing prevalence of mental illness in the United States (U.S.), there is a need to close the gap in care for patients with untreated mental health conditions. The evolving role of community pharmacists in mental healthcare offers a unique opportunity to expand patient care services, as 90% of U.S. adults live within five miles of a pharmacy. However, many pharmacists lack sufficient training to confidently and efficiently engage in mental health conversations with patients. Thus, training student pharmacists will equip them with the skills needed to provide mental health interventions as they become practice ready. Mental Health First Aid (MHFA) is one of many training opportunities for healthcare professionals. Although there is evidence that mental health training can improve student pharmacist knowledge and confidence, it remains unknown if mental health training coupled with real-world application can further enhance these skills. The objective of this study was to assess student pharmacist knowledge and confidence in navigating mental health conversations after MHFA training alone versus MHFA training coupled with community pharmacy-based depression screening experiences."
1350 Healthcare Professionals� Perception of CGM Use in an Obesity Medicine Clinic: A Pilot Study,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The purpose of this research project is to assess healthcare professionals’ (HCPs) perception of using continuous glucose monitoring (CGM) devices in an obesity medicine practice. The use of CGMs in patients with type 1 and type 2 diabetes using insulin has significantly expanded in the past decade. CGMs have now entered the over-the-counter (OTC) market as affordable biosensors, providing expanded access to other patient populations, including those with obesity. Use of the new OTC biosensor devices may provide both HCPs and patients valuable insights into diet and lifestyle behaviors and their impact on health. Based on excellent outcomes of CGM use in patients with diabetes and initial research that suggests potential benefits in obesity medicine practice, it is important to explore perceptions of healthcare professionals in this field. Additionally, educating obesity medicine HCPs about CGM and biosensor use, benefits, and challenges is important to integrating this valuable tool into obesity medicine practice."
1170 Assessing Proficiency and Perspectives of the Over-The-Counter Norgestrel Hormonal Oral Contraceptive Among Community Pharmacy Patrons in Mississippi,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Objective: 
This project aims to assess the proficiency and perspectives of the norgestrel pill use amongst community pharmacy patrons in Mississippi and Louisiana. 

Background:
The expansion of women’s healthcare in the United States has been a major topic of concern. The 2022 Supreme Court ruling overturning Roe vs. Wade significantly altered women’s reproductive rights at the state and federal level. The norgestrel pill is the first FDA approved daily oral contraceptive in the U.S. accessible without a prescription. Although there is a huge push to increase women’s reproductive rights and overall access to healthcare, unguided access to this medication can pose potential concerns for consumers. Unlike combination oral contraceptives, the over-the-counter product contains one active ingredient of synthetic progestogen. Its unique chemical composition permits a three-hour window for missed doses before risking pregnancy. Assessing one’s understanding of this over-the-counter oral contraceptive pill can help identify key areas for education or consultation that provides for appropriate product use. Pharmacists serve an integral role in patient care and education. Counseling conducted at the pharmacy may reduce undesirable outcomes patients can experience including unwanted pregnancy, ectopic pregnancy, irregular menstrual patterns, and other side effects."
1280 Frequency and Characteristics of Patient Information Requests Made by Community Pharmacists During the Delivery of Medication Therapy Management Servi,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of the study is to characterize patient information requests made by community pharmacists during the delivery of MTM services for a self-insured employer.

Medication Therapy Management (MTM) services promote medication therapy problem (MTP) identification, leading to improved patient health outcomes. Previous studies have identified pharmacists’ information needs both during MTM delivery and routine prescription fulfillment. For example, community pharmacists report needing access to laboratory data, progress notes, and updated medication lists. Because community pharmacists do not routinely have access to electronic health records (EHRs), patient information requests (i.e., requesting patient-related information from another healthcare provider because it is necessary for service provision) commonly occur via telephone or fax with a physician’s office. While faxed EHR data to pharmacists results in increasing the identification of MTPs, faxing records is inefficient. Providing pharmacists with access to the EHR would be a step forward. However, community pharmacists would need to access multiple EHRs to identify MTPs as pharmacies share mutual patients with physicians using various EHR platforms. Therefore, prior research has laid the foundation for the potential for health information exchange (HIE) because HIEs facilitate the exchange of data from multiple healthcare facilities and EHRs. However, critical knowledge gaps remain. In 2024, Purdue University expanded access to MTM for all  health plan members via collaboration with Clarest Health and their network of 450 community pharmacies in Illinois, Indiana, and Michigan. To our knowledge, no studies have evaluated patient information requests made in delivering MTM services to patients under a self-insured employer health plan. Identifying patient information requests that occur during the provision of MTM for Purdue health plan members would further our understanding of the potential value of HIE access for community pharmacists."
1281 Frequency and characteristics of prescription adaptations made by chain community pharmacists,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of this study is to determine the frequency and characteristics of minor prescription adaptations requested by chain community pharmacists. 
Community pharmacists are among the most accessible medical professionals; however, community pharmacists are also commonly considered to be underutilized. Collaborative drug therapy management (CDTM) agreements are used between pharmacists and prescribers to delegate increased responsibility over medication optimization to pharmacists. Specifically, CDTM agreements can include one or more of the following: 1) initiate, modify, or discontinue drug therapy, 2) order and interpret laboratory tests, and 3) monitor patients on control of chronic conditions. CDTM has resulted in significant improvements in patient outcomes and pharmacist and physician efficiency. Prescribers’ workload continues to grow, and pharmacists have the clinical knowledge and training to relieve their workload regarding prescription optimization. The ability for chain community pharmacists to make minor prescription adaptations would minimize workflow burden at pharmacies and prescriber offices. Currently, all 50 states and the District of Columbia permit various CDTM protocols in practice. However, establishing a CDTM agreement with every provider with whom a community pharmacist has mutual patients would not be practical. Unfortunately, Indiana pharmacists do not have the authority to make minor prescription adaptations outside of an established CDTM, unlike Idaho. According to Idaho pharmacy law, pharmacists are allowed to make minor prescription adaptations without established CDTM agreements. There are studies that establish the benefit for pharmacists to engage in CDTM; however, the frequency and characteristics of minor prescription adaptations requested by chain community pharmacists during routine practice is unknown. This information could help inform future legislation permitting prescription adaptations."
1386 Evaluation of Reproductive Health Literacy Amongst College Students,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of this study is to evaluate college students' health literacy on sexual/ reproductive health and how it affects choices of contraceptive methods. 
Health literacy is defined as the knowledge or understanding of resources to make health-related decisions and having the ability to make use of those resources. Throughout the years studies have shown the health literacy rate to be lower than the literacy rate across the United States. Health literacy gives patients the information they need to make decisions and ensures patients make the appropriate decisions for their health at home. 
Reproductive health literacy is important regarding different topics such as knowledge on contraception and fertility, planned pregnancies, cervical cancer screening, sexually transmitted diseases, and pregnancy postpartum outcomes.3 In previous studies, those with low health literacy were found to identify knowledge as a barrier to using contraceptives correctly, including emergency contraceptives, not knowing when in a menstruation cycle they are most likely to become pregnant, higher rates of unprotected sex, and more unplanned pregnancies.1 Among college students, low health literacy can lead to adverse reproductive health outcomes at a higher rate than other age groups, due to an increased prevalence of risky sexual behavior and exploration of sexuality.2  It is also found that those who are pregnant or already parents face greater obstacles in graduating college within six years and have a greater incidence of drop-out rates.3  The rationale for this study was to further build upon the findings of previous studies on reproductive health literacy amongst college students in a post-Covid setting. A cross-sectional, anonymous survey was distributed to the student body, which sought to assess barriers to contraceptive access and possible areas of intervention."
1176 Driving Behavior Change through a Pharmacist-Led Smoking Cessation Program via Mobile Health Units,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Approximately 46 million adults in the United States report using a tobacco product and about half (23 million) report nicotine dependence. Michigan remains one of the highest prevalence states of cigarette smokers and ENDS users. Mobile health units (MHU) offer a novel way to address a need for preventative healthcare services, including a pharmacist-led smoking cessation program, for an urban underserved patient population. Behavior factors that influence the success of smoking cessation include the perceived importance of quitting, confidence and readiness to quit, smoking triggers, and physical dependence on nicotine. The Fagerstrom Test for Nicotine Dependence (FTND) measures the intensity of physical dependence of nicotine and the Transtheoretical Model (TTM) of Behavior Change assesses a patient’s readiness to quit. The objective of this ongoing pilot study is to utilize these tools to describe the behavior change factors of participants in a MHU pharmacist-led smoking cessation program in an urban underserved community."
1109 Co-Designing Solutions: A Participatory Approach to Supporting Oral Anticancer Medication Use in Breast Cancer,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objective of this study was to co-design an early prototype intervention to support the medication management needs of patients with breast cancer. As the use of oral anticancer medications (OAMs) increases for the treatment of breast cancer, patients face challenges with medication management that lead to suboptimal adherence. Historically, interventions developed to support use of OAMs have had limited effectiveness, often because they did not account for the specific context of the end-users, the patients. Engaging patients as active participants in the development process will help to ensure that the intervention is tailored to their specific needs and preferences."
1175 Determination of Cefiderocol Dosing for Patients Undergoing Prolonged Intermittent Kidney Replacement Therapy: A Monte Carlo Simulation,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Cefiderocol is used to treat multidrug-resistant gram-negative bacterial infections which are common in critically ill patients. Attaining adequate drug levels is crucial for successful treatment. While dosing guidelines exist for cefiderocol for other kidney replacement therapies, data is limited for prolonged intermittent kidney replacement therapy (PIKRT). This research aims to determine the optimal dosing regimen for critically ill patients receiving PIKRT."
1366 Assessing Same-day Availability of Naloxone in North Carolina Pharmacies,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Naloxone, an opioid antagonist, is a lifesaving drug that is effective at reversing an opioid overdose. As the opioid crisis continues to be a major public health issue, increasing access to naloxone has been an important step to mitigate potential opioid overdose deaths. The North Carolina statewide standing order for naloxone was implemented in August 2015 to increase accessibility without the need for an individual prescription. Recently, over-the-counter (OTC) naloxone was approved in March 2023. As efforts to increase access continue to grow, it is important to evaluate if pharmacies stock naloxone, especially for those who live in rural areas with limited access to care. For pharmacies that do not stock naloxone, little is known about whether they direct people to other resources where they can obtain naloxone. Our objective is to describe the differences in naloxone availability among North Carolina pharmacies and determine whether pharmacies that do not stock naloxone refer individuals to other naloxone resources."
1324 Evaluation of Completion Rates and Demographic Influences in an Academic Medical Center's Specialty Pharmacy Medication Assistance Program,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"The objectives of this study are to evaluate Medication Assistance Program 
(MAP) application completion rates and to assess the impact of demographic factors including, age, gender, race, language, household size, and income, on MAP usage at an academic medical center’s specialty pharmacy. The intent of this research is to identify any potential disparity in utilization of the MAP program across different patient groups.  By identifying any differences, the specialty pharmacy may be able to address process barriers to improve enrollment in the MAP program with the goal of improved medication adherence and patient outcomes."
1011 Evaluation of Factors Affecting Immunologic and Virologic Function among Reincarcerated Individuals Living with HIV in the Illinois Department of Corr,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"A previous retrospective study of individuals in custody at the Illinois Department of Corrections (IDOC) revealed that the proportion of participants who were on antiretroviral therapy (ART) and virologically suppressed decreased from 73% at release to 49.7% upon reincarceration. These findings suggest that individuals often face significant challenges in accessing or continuing their HIV care and treatment after release. Key factors that may contribute to challenges post-release include mental illness, substance use, housing instability, access to transportation, lapses in employment and health insurance coverage, and stigma. Identifying factors that may be related to incomplete virologic suppression may allow for targeted interventions to improve the transition between custody and release to the community. 

The objective of this study is to identify factors influencing loss of virologic suppression among individuals living with HIV who are reincarcerated in IDOC. Currently, upon incarceration into IDOC, individuals with HIV follow-up with the University of Illinois Hospital & Health Sciences System (UI Health) telemedicine clinic, which consists of infectious diseases (ID) physicians, ID clinical pharmacists, a social worker, outreach worker, and an on-site nurse to assist in conducting the visit. In preparation for and after release, the social worker provides resources to assist with medical insurance, HIV follow-up, employment, and housing."
1162 Factors Associated with Intention to Use the Prescription Drug Monitoring Program (PDMP): Insights from an Interdisciplinary Workshop,2025-03-22,13:00:00,15:00:00,Exhibit Hall D - Music City Center,"Prescription Drug Monitoring Programs (PDMPs) are essential for promoting safe prescribing, monitoring prescription histories, identifying potential misuse, and ensuring patient safety. This study aimed to identify factors associated with healthcare providers' Behavioral Intention to use the PDMP after participating in an interdisciplinary workshop, framed by the Unified Theory of Acceptance and Use of Technology (UTAUT)."
